caseid,activity,ts,noise,outcome
186,Check  application  form completeness,2018-03-12 13:11:37.535,,Appraise property
187,Assess loan risk,2018-03-12 19:24:32.650,True,start_event_Loan  application received
187,start_event_Loan  application received,2018-03-13 00:14:43.570,,Check  application  form completeness
188,start_event_Loan  application received,2018-03-13 09:20:45.351,,Check  application  form completeness
188,Check  application  form completeness,2018-03-13 10:03:55.138,,Return application back to applicant
189,start_event_Loan  application received,2018-03-13 10:53:45.007,,Check  application  form completeness
189,Check  application  form completeness,2018-03-13 12:07:48.696,,start_event_Loan  application received
190,start_event_Loan  application received,2018-03-14 17:45:30.919,,Verify repayment agreement
190,Verify repayment agreement,2018-03-14 17:45:30.919,True,Check  application  form completeness
191,start_event_Loan  application received,2018-03-18 12:40:22.581,,Check  application  form completeness
191,Check  application  form completeness,2018-03-18 13:45:58.726,,Check credit history
192,start_event_Loan  application received,2018-03-20 07:54:10.777,,Check  application  form completeness
192,Check  application  form completeness,2018-03-20 08:17:49.317,,Check credit history
193,start_event_Loan  application received,2018-03-21 07:30:34.722,,Return application back to applicant
193,Return application back to applicant,2018-03-21 07:30:34.722,True,Check  application  form completeness
194,start_event_Loan  application received,2018-03-21 10:50:44.875,,Check  application  form completeness
194,Check  application  form completeness,2018-03-21 13:00:32.490,,start_event_Loan  application received
195,start_event_Loan  application received,2018-03-23 20:34:08.853,,Check  application  form completeness
195,Check  application  form completeness,2018-03-23 21:54:31.949,,Return application back to applicant
196,start_event_Loan  application received,2018-03-25 11:00:31.816,,Assess eligibility
196,Assess eligibility,2018-03-25 11:00:31.816,True,Check  application  form completeness
197,start_event_Loan  application received,2018-03-25 13:44:25.254,,Check  application  form completeness
197,Check  application  form completeness,2018-03-25 14:04:23.814,,Check credit history
198,start_event_Loan  application received,2018-03-29 09:59:57.486,,Check  application  form completeness
198,Check  application  form completeness,2018-03-29 10:45:18.609,,Appraise property
199,start_event_Loan  application received,2018-03-29 20:43:45.663,,Check  application  form completeness
199,Check  application  form completeness,2018-03-29 21:12:44.327,,Check  application  form completeness
200,start_event_Loan  application received,2018-03-30 04:41:41.860,,Check  application  form completeness
200,Check  application  form completeness,2018-03-30 07:32:50.769,,Return application back to applicant
201,start_event_Loan  application received,2018-03-30 15:09:09.319,,Check  application  form completeness
201,Check  application  form completeness,2018-03-30 15:31:33.804,,start_event_Loan  application received
202,start_event_Loan  application received,2018-04-01 20:21:54.503,,Check  application  form completeness
202,Check  application  form completeness,2018-04-01 20:32:27.195,,Return application back to applicant
203,start_event_Loan  application received,2018-04-02 02:14:12.289,,Check if home insurance quote is requested
203,Check if home insurance quote is requested,2018-04-02 02:14:12.289,True,Check  application  form completeness
204,start_event_Loan  application received,2018-04-02 10:15:41.356,,Check  application  form completeness
204,Check  application  form completeness,2018-04-02 13:55:16.945,,Check credit history
205,start_event_Loan  application received,2018-04-04 09:00:21.958,,Check  application  form completeness
205,Check  application  form completeness,2018-04-04 12:23:27.050,,Appraise property
206,start_event_Loan  application received,2018-04-06 01:59:54.845,,Check  application  form completeness
206,Check  application  form completeness,2018-04-06 02:11:06.407,,Return application back to applicant
207,start_event_Loan  application received,2018-04-06 15:47:47.128,,Check  application  form completeness
207,Check  application  form completeness,2018-04-06 16:56:59.277,,Return application back to applicant
208,start_event_Loan  application received,2018-04-09 19:17:45.265,,Check  application  form completeness
208,Check  application  form completeness,2018-04-09 21:05:40.636,,Return application back to applicant
209,start_event_Loan  application received,2018-04-10 20:14:36.022,,end_event_Loan  application canceled
209,end_event_Loan  application canceled,2018-04-10 20:14:36.022,True,Check  application  form completeness
210,start_event_Loan  application received,2018-04-11 16:45:21.613,,Check  application  form completeness
210,Check  application  form completeness,2018-04-11 17:05:38.609,,Check credit history
211,end_event_Loan application rejected,2018-04-11 22:06:48.606,True,start_event_Loan  application received
211,start_event_Loan  application received,2018-04-12 16:18:04.955,,Check  application  form completeness
212,start_event_Loan  application received,2018-04-14 05:58:44.858,,Check  application  form completeness
212,Check  application  form completeness,2018-04-14 06:42:27.439,,Appraise property
213,start_event_Loan  application received,2018-04-14 12:41:57.715,,Check  application  form completeness
213,Check  application  form completeness,2018-04-14 13:43:42.531,,Return application back to applicant
214,start_event_Loan  application received,2018-04-14 19:14:45.216,,Check  application  form completeness
214,Check  application  form completeness,2018-04-14 19:58:06.334,,Return application back to applicant
215,start_event_Loan  application received,2018-04-14 23:30:36.953,,Check  application  form completeness
215,Check  application  form completeness,2018-04-15 00:57:59.434,,Return application back to applicant
216,Assess eligibility,2018-04-15 10:12:18.361,True,start_event_Loan  application received
216,start_event_Loan  application received,2018-04-15 16:49:49.976,,Check  application  form completeness
217,start_event_Loan  application received,2018-04-16 02:49:19.742,,Check  application  form completeness
217,Check  application  form completeness,2018-04-16 02:54:31.068,,Return application back to applicant
218,start_event_Loan  application received,2018-04-16 07:59:39.407,,Check  application  form completeness
218,Check  application  form completeness,2018-04-16 09:17:59.091,,Appraise property
219,start_event_Loan  application received,2018-04-16 13:31:18.215,,Approve application
219,Approve application,2018-04-16 13:31:18.215,True,Check  application  form completeness
220,start_event_Loan  application received,2018-04-19 16:01:40.854,,Check  application  form completeness
220,Check  application  form completeness,2018-04-19 17:19:09.653,,Return application back to applicant
221,start_event_Loan  application received,2018-04-20 03:55:06.748,,Check  application  form completeness
221,Check  application  form completeness,2018-04-20 07:15:57.362,,Return application back to applicant
222,start_event_Loan  application received,2018-04-21 03:52:24.394,,Check  application  form completeness
222,Check  application  form completeness,2018-04-21 05:17:52.914,,Check credit history
223,start_event_Loan  application received,2018-04-21 07:07:16.967,,Check  application  form completeness
223,Check  application  form completeness,2018-04-21 07:50:39.342,,Check credit history
224,start_event_Loan  application received,2018-04-21 22:08:16.655,,Check  application  form completeness
224,Check  application  form completeness,2018-04-21 22:32:34.994,,Return application back to applicant
225,start_event_Loan  application received,2018-04-23 08:20:26.289,,Check  application  form completeness
