caseid,activity,ts,noise,outcome
57,start_event_Loan  application received,2017-11-07 04:23:21.630,,Check  application  form completeness
57,Check  application  form completeness,2017-11-07 04:55:27.539,,Check credit history
57,Check credit history,2017-11-07 05:19:09.012,,Cancel application
57,Cancel application,2017-11-07 05:19:09.012,True,Appraise property
57,Appraise property,2017-11-07 05:46:16.181,,Assess loan risk
57,Assess loan risk,2017-11-07 05:53:06.102,,Receive updated application
57,Receive updated application,2017-11-07 05:53:06.102,True,Assess eligibility
58,start_event_Loan  application received,2017-11-08 21:43:56.161,,Check  application  form completeness
58,Check  application  form completeness,2017-11-08 21:47:39.173,,Check credit history
58,Check credit history,2017-11-08 23:27:45.629,,Appraise property
58,Appraise property,2017-11-08 23:53:43.476,,Assess loan risk
58,Assess loan risk,2017-11-09 00:16:01.754,,Assess eligibility
58,Assess eligibility,2017-11-09 00:20:30.483,,Check if home insurance quote is requested
58,Check if home insurance quote is requested,2017-11-09 00:35:07.299,,Send acceptance pack
59,start_event_Loan  application received,2017-11-13 03:36:28.264,,Check  application  form completeness
59,Check  application  form completeness,2017-11-13 04:09:23.550,,Check credit history
59,Check credit history,2017-11-13 08:15:07.838,,Assess loan risk
59,Assess loan risk,2017-11-13 08:34:24.535,,Appraise property
59,Appraise property,2017-11-13 09:03:29.196,,Assess eligibility
59,Assess eligibility,2017-11-13 09:35:24.987,,Cancel application
59,Cancel application,2017-11-13 09:35:24.987,True,Reject application
60,start_event_Loan  application received,2017-11-14 20:18:12.703,,Check  application  form completeness
60,Check  application  form completeness,2017-11-14 21:05:29.145,,Check credit history
60,Check credit history,2017-11-15 03:03:00.772,,Check credit history
60,Check credit history,2017-11-15 03:03:00.772,True,Appraise property
60,Appraise property,2017-11-15 03:46:06.211,,Assess loan risk
60,Assess loan risk,2017-11-15 04:50:23.591,,Assess eligibility
60,Assess eligibility,2017-11-15 04:58:06.944,,Check if home insurance quote is requested
61,start_event_Loan  application received,2017-11-15 16:27:18.350,,Check  application  form completeness
61,Check  application  form completeness,2017-11-15 16:41:09.189,,Return application back to applicant
61,Return application back to applicant,2017-11-15 16:53:20.617,,Receive updated application
61,Receive updated application,2017-11-15 18:31:38.046,,Check  application  form completeness
61,Check  application  form completeness,2017-11-15 20:13:04.928,,Return application back to applicant
61,Return application back to applicant,2017-11-15 20:47:34.585,,Receive updated application
61,Receive updated application,2017-11-16 00:15:28.485,,Check  application  form completeness
62,start_event_Loan  application received,2017-11-15 16:41:17.101,,Check  application  form completeness
62,Check  application  form completeness,2017-11-15 17:10:34.686,,Return application back to applicant
62,Return application back to applicant,2017-11-15 17:15:32.718,,Check  application  form completeness
62,Check  application  form completeness,2017-11-15 17:15:32.718,True,Receive updated application
62,Receive updated application,2017-11-15 17:49:25.166,,Check  application  form completeness
62,Check  application  form completeness,2017-11-15 19:25:05.823,,Appraise property
62,Appraise property,2017-11-15 20:16:39.072,,Check credit history
63,start_event_Loan  application received,2017-11-16 04:39:14.489,,Appraise property
63,Appraise property,2017-11-16 04:39:14.489,True,Check  application  form completeness
63,Check  application  form completeness,2017-11-16 05:22:34.646,,Return application back to applicant
63,Return application back to applicant,2017-11-16 08:59:16.652,,Receive updated application
63,Receive updated application,2017-11-16 09:14:45.061,,Verify repayment agreement
63,Verify repayment agreement,2017-11-16 09:16:35.981,True,Check  application  form completeness
63,Check  application  form completeness,2017-11-16 11:35:05.312,,Return application back to applicant
64,start_event_Loan  application received,2017-11-16 12:39:17.192,,Check  application  form completeness
64,Check  application  form completeness,2017-11-16 13:03:19.640,,Check credit history
64,Check credit history,2017-11-16 16:03:47.552,,Assess loan risk
64,Assess loan risk,2017-11-16 16:37:32.849,,Appraise property
64,Appraise property,2017-11-16 16:40:29.291,,Assess eligibility
64,Assess eligibility,2017-11-16 17:44:00.358,,Reject application
64,Reject application,2017-11-16 20:12:20.093,,end_event_Loan application rejected
65,start_event_Loan  application received,2017-11-17 10:14:09.651,,Receive updated application
65,Receive updated application,2017-11-17 10:14:09.651,True,Check  application  form completeness
65,Check  application  form completeness,2017-11-17 13:20:45.723,,Return application back to applicant
65,Return application back to applicant,2017-11-17 13:39:24.602,,Receive updated application
65,Receive updated application,2017-11-17 13:43:04.049,,Check  application  form completeness
65,Check  application  form completeness,2017-11-17 17:07:21.171,,Return application back to applicant
65,Return application back to applicant,2017-11-17 17:21:20.058,,Receive updated application
66,start_event_Loan  application received,2017-11-20 00:40:04.417,,Check  application  form completeness
66,Check  application  form completeness,2017-11-20 01:11:36.501,,Appraise property
66,Appraise property,2017-11-20 02:21:21.811,,Check credit history
66,Check credit history,2017-11-20 02:30:06.880,,Assess loan risk
66,Assess loan risk,2017-11-20 05:43:45.453,,Assess eligibility
66,Assess eligibility,2017-11-20 06:06:23.379,,Reject application
66,Reject application,2017-11-20 06:28:39.331,,end_event_Loan application rejected
67,start_event_Loan  application received,2017-11-21 03:18:15.980,,Check  application  form completeness
67,Check  application  form completeness,2017-11-21 04:20:13.494,,Appraise property
67,Appraise property,2017-11-21 04:44:21.428,,Check credit history
67,Check credit history,2017-11-21 05:33:27.911,,Assess loan risk
67,Assess loan risk,2017-11-21 05:36:53.432,,Assess eligibility
67,Assess eligibility,2017-11-21 07:07:52.418,,Reject application
67,Reject application,2017-11-21 09:08:23.434,,end_event_Loan application rejected
68,start_event_Loan  application received,2017-11-21 06:41:47.810,,Check  application  form completeness
68,Check  application  form completeness,2017-11-21 08:51:08.307,,Appraise property
68,Appraise property,2017-11-21 09:55:08.449,,Check credit history
68,Check credit history,2017-11-21 11:11:25.777,,Assess loan risk
68,Assess loan risk,2017-11-21 12:28:06.530,,start_event_Loan  application received
68,start_event_Loan  application received,2017-11-21 12:28:06.530,True,Assess eligibility
68,Assess eligibility,2017-11-21 12:43:08.494,,Reject application
69,start_event_Loan  application received,2017-11-22 09:06:48.102,,Check  application  form completeness
69,Check  application  form completeness,2017-11-22 09:38:48.400,,Check credit history
69,Check credit history,2017-11-22 10:22:31.258,,Assess loan risk
69,Assess loan risk,2017-11-22 10:58:41.868,,Appraise property
69,Appraise property,2017-11-22 11:20:41.529,,Assess eligibility
69,Assess eligibility,2017-11-22 11:50:28.196,,Reject application
69,Reject application,2017-11-22 12:06:01.618,,end_event_Loan application rejected
70,start_event_Loan  application received,2017-11-26 09:09:38.129,,Check  application  form completeness
70,Check  application  form completeness,2017-11-26 09:48:58.431,,Return application back to applicant
70,Return application back to applicant,2017-11-26 10:21:00.289,,Receive updated application
70,Receive updated application,2017-11-26 10:41:04.865,,Check  application  form completeness
70,Check  application  form completeness,2017-11-26 12:42:35.014,,Return application back to applicant
70,Return application back to applicant,2017-11-26 12:50:01.239,,Check  application  form completeness
70,Check  application  form completeness,2017-11-26 12:50:01.239,True,Receive updated application
71,start_event_Loan  application received,2017-11-26 18:42:08.010,,Check  application  form completeness
71,Check  application  form completeness,2017-11-26 21:13:31.337,,Appraise property
71,Appraise property,2017-11-26 21:44:31.369,,Check credit history
71,Check credit history,2017-11-26 22:08:17.831,,Assess loan risk
71,Assess loan risk,2017-11-27 00:16:06.094,,Assess eligibility
71,Assess eligibility,2017-11-27 01:06:54.478,,Check if home insurance quote is requested
71,Check if home insurance quote is requested,2017-11-27 03:09:17.373,,Send home insurance quote
72,start_event_Loan  application received,2017-11-27 00:22:27.574,,Check  application  form completeness
72,Check  application  form completeness,2017-11-27 00:43:00.018,,Appraise property
72,Appraise property,2017-11-27 01:20:35.122,,Check credit history
72,Check credit history,2017-11-27 01:48:00.818,,Assess loan risk
72,Assess loan risk,2017-11-27 02:00:21.378,,Assess eligibility
72,Assess eligibility,2017-11-27 02:00:59.539,,Reject application
72,Reject application,2017-11-27 02:12:51.727,,end_event_Loan application rejected
73,start_event_Loan  application received,2017-11-28 03:20:18.401,,Check  application  form completeness
73,Check  application  form completeness,2017-11-28 04:41:54.049,,Appraise property
73,Appraise property,2017-11-28 04:58:40.018,,Check credit history
73,Check credit history,2017-11-28 07:18:32.184,,Assess loan risk
73,Assess loan risk,2017-11-28 07:21:18.554,,Assess eligibility
73,Assess eligibility,2017-11-28 07:34:53.977,,Approve application
73,Approve application,2017-11-28 07:34:53.977,True,Reject application
74,start_event_Loan  application received,2017-11-28 18:05:10.154,,Check  application  form completeness
74,Check  application  form completeness,2017-11-28 18:58:34.386,,Return application back to applicant
74,Return application back to applicant,2017-11-28 20:08:43.450,,Receive updated application
74,Receive updated application,2017-11-28 20:15:14.905,,Check  application  form completeness
74,Check  application  form completeness,2017-11-28 20:24:08.081,,Return application back to applicant
74,Return application back to applicant,2017-11-28 21:17:47.287,,Receive updated application
74,Receive updated application,2017-11-28 21:22:47.247,,Check  application  form completeness
75,start_event_Loan  application received,2017-11-28 20:11:26.460,,Check  application  form completeness
75,Check  application  form completeness,2017-11-28 20:30:29.971,,Appraise property
75,Appraise property,2017-11-28 20:59:00.773,,Check credit history
75,Check credit history,2017-11-28 21:05:00.278,,Assess loan risk
75,Assess loan risk,2017-11-28 22:00:15.174,,end_event_Loan application rejected
75,end_event_Loan application rejected,2017-11-28 22:00:15.174,True,Assess eligibility
75,Assess eligibility,2017-11-28 22:13:49.640,,Check if home insurance quote is requested
76,start_event_Loan  application received,2017-11-30 17:40:17.587,,Check  application  form completeness
